twelfth night,http://books.google.co.in/books?id=-QU-AAAAYAAJ&printsec=frontcover&dq=twelfth+night&hl=&cd=1&source=gbs_api
the divine comedy of dante alighieri,http://books.google.co.in/books?id=FyTxBjQz8jMC&printsec=frontcover&dq=the+divine+comedy+of+dante+alighieri&hl=&cd=1&source=gbs_api
every man out of his humour,http://books.google.co.in/books?id=eFoj4IhKlWsC&printsec=frontcover&dq=every+man+out+of+his+humour&hl=&cd=1&source=gbs_apia
the taming of the shrew,http://books.google.co.in/books?id=g3ddydbz6QoC&printsec=frontcover&dq=the+taming+of+the+shrew&hl=&cd=1&source=gbs_api
a midsummer night's dream,http://books.google.co.in/books?id=BCahsy6rD5EC&printsec=frontcover&dq=a+midsummer+night%27s+dream&hl=&cd=1&source=gbs_api
the cambridge companion to shakespearean comedy,http://books.google.co.in/books?id=pCcOL1m7zMsC&printsec=frontcover&dq=the+cambridge+companion+to+shakespearean+comedy&hl=&cd=1&source=gbs_api
